Date,Value,Comment
1957-11-01T00:00:00.000+02:00,29.792,Historical data not yet verfied
1957-10-01T00:00:00.000+02:00,258.3392,Historical data not yet verfied
1957-09-01T00:00:00.000+02:00,143.7464,Historical data not yet verfied
1957-08-01T00:00:00.000+02:00,311.3264,Historical data not yet verfied
1957-07-01T00:00:00.000+02:00,226.4192,Historical data not yet verfied
1957-06-01T00:00:00.000+02:00,205.4584,Historical data not yet verfied
1957-05-01T00:00:00.000+02:00,325.4776,Historical data not yet verfied
1957-04-01T00:00:00.000+02:00,211.736,Historical data not yet verfied
1957-03-01T00:00:00.000+02:00,12.9808,Historical data not yet verfied
1957-02-01T00:00:00.000+02:00,122.7856,Historical data not yet verfied
1957-01-01T00:00:00.000+02:00,24.8976,Historical data not yet verfied
1956-12-01T00:00:00.000+02:00,66.8192,Historical data not yet verfied
1956-11-01T00:00:00.000+02:00,25.1104,Historical data not yet verfied
1956-10-01T00:00:00.000+02:00,74.6928,Historical data not yet verfied
1956-09-01T00:00:00.000+02:00,98.5264,Historical data not yet verfied
1956-08-01T00:00:00.000+02:00,277.9168,Historical data not yet verfied
1956-07-01T00:00:00.000+02:00,272.0648,Historical data not yet verfied
1956-06-01T00:00:00.000+02:00,314.1992,Historical data not yet verfied
1956-05-01T00:00:00.000+02:00,213.9704,Historical data not yet verfied
1956-04-01T00:00:00.000+02:00,118.8488,Historical data not yet verfied
1956-03-01T00:00:00.000+02:00,46.3904,Historical data not yet verfied
1956-02-01T00:00:00.000+02:00,21.4928,Historical data not yet verfied
1956-01-01T00:00:00.000+02:00,28.8344,Historical data not yet verfied
1955-12-01T00:00:00.000+02:00,87.6736,Historical data not yet verfied
1955-11-01T00:00:00.000+02:00,82.6728,Historical data not yet verfied
1955-10-01T00:00:00.000+02:00,159.6,Historical data not yet verfied
1955-09-01T00:00:00.000+02:00,110.9752,Historical data not yet verfied
1955-08-01T00:00:00.000+02:00,446.5608,Historical data not yet verfied
1955-07-01T00:00:00.000+02:00,460.712,Historical data not yet verfied
1955-06-01T00:00:00.000+02:00,155.1312,Historical data not yet verfied
1955-05-01T00:00:00.000+02:00,46.6032,Historical data not yet verfied
1955-04-01T00:00:00.000+02:00,78.0976,Historical data not yet verfied
1955-03-01T00:00:00.000+02:00,33.9416,Historical data not yet verfied
1955-02-01T00:00:00.000+02:00,254.7216,Historical data not yet verfied
1955-01-01T00:00:00.000+02:00,3.9368,Historical data not yet verfied
1954-12-01T00:00:00.000+02:00,60.2224,Historical data not yet verfied
1954-11-01T00:00:00.000+02:00,38.5168,Historical data not yet verfied
1954-10-01T00:00:00.000+02:00,127.8928,Historical data not yet verfied
1954-09-01T00:00:00.000+02:00,54.9024,Historical data not yet verfied
1954-08-01T00:00:00.000+02:00,326.0096,Historical data not yet verfied
1954-07-01T00:00:00.000+02:00,493.5896,Historical data not yet verfied
1954-06-01T00:00:00.000+02:00,286.4288,Historical data not yet verfied
1954-05-01T00:00:00.000+02:00,359.4192,Historical data not yet verfied
1954-04-01T00:00:00.000+02:00,238.336,Historical data not yet verfied
1954-03-01T00:00:00.000+02:00,22.0248,Historical data not yet verfied
1954-02-01T00:00:00.000+02:00,18.7264,Historical data not yet verfied
1954-01-01T00:00:00.000+02:00,40.2192,Historical data not yet verfied
1953-12-01T00:00:00.000+02:00,32.452,Historical data not yet verfied
1953-11-01T00:00:00.000+02:00,117.1464,Historical data not yet verfied
1953-10-01T00:00:00.000+02:00,45.8584,Historical data not yet verfied
1953-09-01T00:00:00.000+02:00,32.0264,Historical data not yet verfied
1953-08-01T00:00:00.000+02:00,247.38,Historical data not yet verfied
1953-07-01T00:00:00.000+02:00,238.868,Historical data not yet verfied
1953-06-01T00:00:00.000+02:00,219.6096,Historical data not yet verfied
1953-05-01T00:00:00.000+02:00,393.3608,Historical data not yet verfied
1953-04-01T00:00:00.000+02:00,415.3856,Historical data not yet verfied
1953-03-01T00:00:00.000+02:00,43.8368,Historical data not yet verfied
1953-02-01T00:00:00.000+02:00,2.5536,Historical data not yet verfied
1953-01-01T00:00:00.000+02:00,16.0664,Historical data not yet verfied
1952-12-01T00:00:00.000+02:00,25.004,Historical data not yet verfied
1952-11-01T00:00:00.000+02:00,166.516,Historical data not yet verfied
1952-10-01T00:00:00.000+02:00,86.2904,Historical data not yet verfied
1952-09-01T00:00:00.000+02:00,203.8624,Historical data not yet verfied
1952-08-01T00:00:00.000+02:00,343.5656,Historical data not yet verfied
1952-07-01T00:00:00.000+02:00,207.2672,Historical data not yet verfied
1952-06-01T00:00:00.000+02:00,91.504,Historical data not yet verfied
1952-05-01T00:00:00.000+02:00,192.6904,Historical data not yet verfied
1952-04-01T00:00:00.000+02:00,35.3248,Historical data not yet verfied
1952-03-01T00:00:00.000+02:00,123.6368,Historical data not yet verfied
1952-02-01T00:00:00.000+02:00,21.812,Historical data not yet verfied
1952-01-01T00:00:00.000+02:00,5.9584,Historical data not yet verfied
1951-12-01T00:00:00.000+02:00,2.2344,Historical data not yet verfied
1951-11-01T00:00:00.000+02:00,137.256,Historical data not yet verfied
1951-10-01T00:00:00.000+02:00,111.8264,Historical data not yet verfied
1951-09-01T00:00:00.000+02:00,207.0544,Historical data not yet verfied
1951-08-01T00:00:00.000+02:00,130.872,Historical data not yet verfied
1951-07-01T00:00:00.000+02:00,323.7752,Historical data not yet verfied
1951-06-01T00:00:00.000+02:00,461.5632,Historical data not yet verfied
1951-05-01T00:00:00.000+02:00,244.4008,Historical data not yet verfied
1951-04-01T00:00:00.000+02:00,277.4912,Historical data not yet verfied
1951-03-01T00:00:00.000+02:00,8.9376,Historical data not yet verfied
1951-02-01T00:00:00.000+02:00,7.7672,Historical data not yet verfied
1951-01-01T00:00:00.000+02:00,65.3296,Historical data not yet verfied
1950-12-01T00:00:00.000+02:00,79.0552,Historical data not yet verfied
1950-11-01T00:00:00.000+02:00,101.8248,Historical data not yet verfied
1950-10-01T00:00:00.000+02:00,79.0552,Historical data not yet verfied
1950-09-01T00:00:00.000+02:00,190.0304,Historical data not yet verfied
1950-08-01T00:00:00.000+02:00,71.288,Historical data not yet verfied
1950-07-01T00:00:00.000+02:00,437.9424,Historical data not yet verfied
1950-06-01T00:00:00.000+02:00,67.564,Historical data not yet verfied
1950-05-01T00:00:00.000+02:00,42.2408,Historical data not yet verfied
1950-04-01T00:00:00.000+02:00,333.2448,Historical data not yet verfied
1950-03-01T00:00:00.000+02:00,24.1528,Historical data not yet verfied
1950-02-01T00:00:00.000+02:00,2.8728,Historical data not yet verfied
1950-01-01T00:00:00.000+02:00,15.3216,Historical data not yet verfied
1949-12-01T00:00:00.000+02:00,22.7696,Historical data not yet verfied
1949-11-01T00:00:00.000+02:00,148.6408,Historical data not yet verfied
1949-10-01T00:00:00.000+02:00,85.3328,Historical data not yet verfied
1949-09-01T00:00:00.000+02:00,140.3416,Historical data not yet verfied
1949-08-01T00:00:00.000+02:00,153.8544,Historical data not yet verfied
1949-07-01T00:00:00.000+02:00,238.9744,Historical data not yet verfied
1949-06-01T00:00:00.000+02:00,125.9776,Historical data not yet verfied
1949-05-01T00:00:00.000+02:00,92.036,Historical data not yet verfied
1949-04-01T00:00:00.000+02:00,193.2224,Historical data not yet verfied
1949-03-01T00:00:00.000+02:00,1.7024,Historical data not yet verfied
1949-02-01T00:00:00.000+02:00,9.4696,Historical data not yet verfied
1949-01-01T00:00:00.000+02:00,37.3464,Historical data not yet verfied
1948-12-01T00:00:00.000+02:00,52.8808,Historical data not yet verfied
1948-11-01T00:00:00.000+02:00,20.1096,Historical data not yet verfied
1948-10-01T00:00:00.000+02:00,107.2512,Historical data not yet verfied
1948-09-01T00:00:00.000+02:00,270.0432,Historical data not yet verfied
1948-08-01T00:00:00.000+02:00,210.9912,Historical data not yet verfied
1948-07-01T00:00:00.000+02:00,286.4288,Historical data not yet verfied
1948-06-01T00:00:00.000+02:00,241.8472,Historical data not yet verfied
1948-05-01T00:00:00.000+02:00,250.9976,Historical data not yet verfied
1948-04-01T00:00:00.000+02:00,64.0528,Historical data not yet verfied
1948-03-01T00:00:00.000+02:00,98.42,Historical data not yet verfied
1948-02-01T00:00:00.000+02:00,7.448,Historical data not yet verfied
1948-01-01T00:00:00.000+02:00,15.3216,Historical data not yet verfied
1947-12-01T00:00:00.000+02:00,7.7672,Historical data not yet verfied
1947-11-01T00:00:00.000+02:00,22.2376,Historical data not yet verfied
1947-10-01T00:00:00.000+02:00,68.2024,Historical data not yet verfied
1947-09-01T00:00:00.000+02:00,163.0048,Historical data not yet verfied
1947-08-01T00:00:00.000+02:00,160.2384,Historical data not yet verfied
1947-07-01T00:00:00.000+02:00,436.24,Historical data not yet verfied
1947-06-01T00:00:00.000+02:00,219.716,Historical data not yet verfied
1947-05-01T00:00:00.000+02:00,155.5568,Historical data not yet verfied
1947-04-01T00:00:00.000+02:00,81.396,Historical data not yet verfied
1947-03-01T00:00:00.000+02:00,85.652,Historical data not yet verfied
1947-02-01T00:00:00.000+02:00,,Historical data not yet verfied
1947-01-01T00:00:00.000+02:00,8.6184,Historical data not yet verfied
1946-12-01T00:00:00.000+02:00,29.8984,Historical data not yet verfied
1946-11-01T00:00:00.000+02:00,67.032,Historical data not yet verfied
1946-10-01T00:00:00.000+02:00,110.7624,Historical data not yet verfied
1946-09-01T00:00:00.000+02:00,388.5728,Historical data not yet verfied
1946-08-01T00:00:00.000+02:00,208.4376,Historical data not yet verfied
1946-07-01T00:00:00.000+02:00,162.4728,Historical data not yet verfied
1946-06-01T00:00:00.000+02:00,173.1128,Historical data not yet verfied
1946-05-01T00:00:00.000+02:00,187.796,Historical data not yet verfied
1946-04-01T00:00:00.000+02:00,88.5248,Historical data not yet verfied
1946-03-01T00:00:00.000+02:00,73.3096,Historical data not yet verfied
1946-02-01T00:00:00.000+02:00,8.4056,Historical data not yet verfied
1946-01-01T00:00:00.000+02:00,42.56,Historical data not yet verfied
1945-12-01T00:00:00.000+02:00,25.004,Historical data not yet verfied
1945-11-01T00:00:00.000+02:00,59.1584,Historical data not yet verfied
1945-10-01T00:00:00.000+02:00,120.764,Historical data not yet verfied
1945-09-01T00:00:00.000+02:00,9.1504,Historical data not yet verfied
1945-08-01T00:00:00.000+02:00,222.5888,Historical data not yet verfied
1945-07-01T00:00:00.000+02:00,404.0008,Historical data not yet verfied
1945-06-01T00:00:00.000+02:00,356.8656,Historical data not yet verfied
1945-05-01T00:00:00.000+02:00,283.2368,Historical data not yet verfied
1945-04-01T00:00:00.000+02:00,96.6112,Historical data not yet verfied
1945-03-01T00:00:00.000+02:00,12.8744,Historical data not yet verfied
1945-02-01T00:00:00.000+02:00,,Historical data not yet verfied
1945-01-01T00:00:00.000+02:00,1.4896,Historical data not yet verfied
1944-12-01T00:00:00.000+02:00,89.0568,Historical data not yet verfied
1944-11-01T00:00:00.000+02:00,52.3488,Historical data not yet verfied
1944-10-01T00:00:00.000+02:00,50.6464,Historical data not yet verfied
1944-09-01T00:00:00.000+02:00,238.6552,Historical data not yet verfied
1944-08-01T00:00:00.000+02:00,282.3856,Historical data not yet verfied
1944-07-01T00:00:00.000+02:00,234.2928,Historical data not yet verfied
1944-06-01T00:00:00.000+02:00,217.9072,Historical data not yet verfied
1944-05-01T00:00:00.000+02:00,582.9656,Historical data not yet verfied
1944-04-01T00:00:00.000+02:00,60.8608,Historical data not yet verfied
