Date,Value,Comment
1961-02-01T00:00:00.000+02:00,22.0248,Historical data not yet verfied
1961-01-01T00:00:00.000+02:00,90.5464,Historical data not yet verfied
1960-12-01T00:00:00.000+02:00,41.2832,Historical data not yet verfied
1960-11-01T00:00:00.000+02:00,3.9368,Historical data not yet verfied
1960-10-01T00:00:00.000+02:00,50.9656,Historical data not yet verfied
1960-09-01T00:00:00.000+02:00,118.8488,Historical data not yet verfied
1960-08-01T00:00:00.000+02:00,84.9072,Historical data not yet verfied
1960-07-01T00:00:00.000+02:00,44.156,Historical data not yet verfied
1960-06-01T00:00:00.000+02:00,384.9552,Historical data not yet verfied
1960-05-01T00:00:00.000+02:00,300.58,Historical data not yet verfied
1960-04-01T00:00:00.000+02:00,113.7416,Historical data not yet verfied
1960-03-01T00:00:00.000+02:00,74.6928,Historical data not yet verfied
1960-02-01T00:00:00.000+02:00,31.1752,Historical data not yet verfied
1960-01-01T00:00:00.000+02:00,53.2,Historical data not yet verfied
1959-12-01T00:00:00.000+02:00,62.244,Historical data not yet verfied
1959-11-01T00:00:00.000+02:00,79.8,Historical data not yet verfied
1959-10-01T00:00:00.000+02:00,5.1072,Historical data not yet verfied
1959-09-01T00:00:00.000+02:00,218.5456,Historical data not yet verfied
1959-08-01T00:00:00.000+02:00,136.9368,Historical data not yet verfied
1959-07-01T00:00:00.000+02:00,47.5608,Historical data not yet verfied
1959-06-01T00:00:00.000+02:00,186.2,Historical data not yet verfied
1959-05-01T00:00:00.000+02:00,587.5408,Historical data not yet verfied
1959-04-01T00:00:00.000+02:00,167.58,Historical data not yet verfied
1959-03-01T00:00:00.000+02:00,47.5608,Historical data not yet verfied
1959-02-01T00:00:00.000+02:00,18.088,Historical data not yet verfied
1959-01-01T00:00:00.000+02:00,43.624,Historical data not yet verfied
1958-12-01T00:00:00.000+02:00,0.2128,Historical data not yet verfied
1958-11-01T00:00:00.000+02:00,90.0144,Historical data not yet verfied
1958-10-01T00:00:00.000+02:00,101.2928,Historical data not yet verfied
1958-09-01T00:00:00.000+02:00,196.4144,Historical data not yet verfied
1958-08-01T00:00:00.000+02:00,174.3896,Historical data not yet verfied
1958-07-01T00:00:00.000+02:00,44.688,Historical data not yet verfied
1958-06-01T00:00:00.000+02:00,280.7896,Historical data not yet verfied
1958-05-01T00:00:00.000+02:00,346.4384,Historical data not yet verfied
1958-04-01T00:00:00.000+02:00,102.9952,Historical data not yet verfied
1958-03-01T00:00:00.000+02:00,27.7704,Historical data not yet verfied
1958-02-01T00:00:00.000+02:00,127.3608,Historical data not yet verfied
1958-01-01T00:00:00.000+02:00,67.8832,Historical data not yet verfied
1957-12-01T00:00:00.000+02:00,0.9576,Historical data not yet verfied
